c1,c2,stim,nparses,bgJonesMewhort,bgSUBTLEX,bgFacebook,sim_c1stim,sim_c2stim,sim_c1c2stim,label
nose,dive,nosedive,1,13.3,1.291871101,1.6256011780000001,0.06050451099872589,0.4189199209213257,0.31728750467300415,1
sky,diver,skydiver,1,7.77,-0.37107827,-0.38306233100000003,0.2709346413612366,0.5241073369979858,0.5344631671905518,1
sky,divers,skydivers,1,7.77,-0.37107827,-0.38306233100000003,0.29209980368614197,0.38892340660095215,0.45101556181907654,1
sky,diving,skydiving,1,7.77,-0.37107827,-0.38306233100000003,0.24454666674137115,0.380678653717041,0.40704676508903503,1
dry,dock,drydock,1,7.77,-0.37107827,-0.38306233100000003,0.10136771202087402,0.4105226695537567,0.3510066568851471,1
evil,doer,evildoer,1,11.9,0.457324861,0.29185535100000004,0.5049732327461243,0.2195412814617157,0.4309418201446533,1
wrong,doer,wrongdoer,1,6.81,-0.37666339600000004,-0.39839803799999995,0.18816930055618286,0.37945249676704407,0.3831445872783661,1
evil,doers,evildoers,1,11.9,0.457324861,0.29185535100000004,0.5870274901390076,0.2785384953022003,0.5194742679595947,1
wrong,doers,wrongdoers,1,6.81,-0.37666339600000004,-0.39839803799999995,0.20518846809864044,0.21383549273014069,0.2727985382080078,1
watch,dog,watchdog,1,7.84,-0.367085868,-0.311593835,0.09282971173524857,0.10217104852199554,0.13098479807376862,1
sheep,dog,sheepdog,1,5.81,-0.37727082,-0.387650115,0.555481493473053,0.5977029204368591,0.6903517246246338,1
fire,dog,firedog,1,13.3,1.291871101,1.6256011780000001,0.15185706317424774,0.20616188645362854,0.23243418335914612,1
lap,dog,lapdog,1,5.81,-0.37727082,-0.387650115,0.08645287156105042,0.33958134055137634,0.2590298056602478,1
sheep,dogs,sheepdogs,1,5.81,-0.37727082,-0.387650115,0.5251657366752625,0.5108402967453003,0.6135852932929993,1
watch,dogs,watchdogs,1,7.84,-0.367085868,-0.311593835,0.12475288659334183,0.19583797454833984,0.21860714256763458,1
bull,dogs,bulldogs,1,11.9,0.457324861,0.29185535100000004,0.2626180648803711,0.563113272190094,0.5088400840759277,1
lap,dogs,lapdogs,1,5.81,-0.37727082,-0.387650115,0.11341240257024765,0.346870481967926,0.28560346364974976,1
evil,doing,evildoing,1,11.9,0.457324861,0.29185535100000004,0.5168527960777283,0.0928085520863533,0.43735605478286743,1
wrong,doing,wrongdoing,1,6.81,-0.37666339600000004,-0.39839803799999995,0.240091472864151,0.167577862739563,0.2497130185365677,1
wrong,doings,wrongdoings,1,6.81,-0.37666339600000004,-0.39839803799999995,0.22806178033351898,0.41065531969070435,0.45177730917930603,1
back,door,backdoor,1,6.64,-0.377477415,-0.40043989,0.17943714559078217,0.3307342827320099,0.34058496356010437,1
hair,dos,hairdos,1,11.6,-0.004845566,-0.023301942000000003,0.5645338892936707,0.36169326305389404,0.5866364240646362,1
sour,dough,sourdough,1,11.6,-0.004845566,-0.023301942000000003,0.1494545340538025,0.434231698513031,0.40244972705841064,1
sour,doughs,sourdoughs,1,11.6,-0.004845566,-0.023301942000000003,0.2247021347284317,0.41533324122428894,0.4391767084598541,1
melt,down,meltdown,1,7.32,-0.376884117,-0.398926623,0.25562188029289246,0.1461954414844513,0.2776024639606476,1
touch,down,touchdown,1,7.84,-0.367085868,-0.311593835,0.06421441584825516,0.07416282594203949,0.09054281562566757,1
count,down,countdown,1,7.32,-0.376884117,-0.398926623,0.20171262323856354,0.038317494094371796,0.16645340621471405,1
close,down,closedown,2,13.3,1.291871101,1.6256011780000001,0.166572704911232,0.12538906931877136,0.17676401138305664,1
turn,down,turndown,1,13.3,1.991648607,3.420478362,0.15194907784461975,0.05233806371688843,0.13221493363380432,1
knock,down,knockdown,1,6.64,-0.377477415,-0.40043989,0.3324626684188843,0.14526887238025665,0.3194740414619446,1
take,down,takedown,1,13.3,1.291871101,1.6256011780000001,0.07434985041618347,0.07958099246025085,0.10194933414459229,1
clamp,down,clampdown,1,5.81,-0.37727082,-0.387650115,0.5659081339836121,0.09668968617916107,0.4959624111652374,1
stand,down,standdown,1,10.1,-0.260293968,-0.291676642,0.07003868371248245,0.05919860675930977,0.08859714865684509,1
rub,down,rubdown,1,6.5,-0.37626433200000003,-0.400945344,0.2796550691127777,0.05740899220108986,0.24849675595760345,1
shut,down,shutdown,1,7.32,-0.376884117,-0.398926623,0.5436819195747375,0.15540753304958344,0.47954198718070984,1
let,down,letdown,1,7.32,-0.376884117,-0.398926623,0.08076706528663635,0.1227729469537735,0.1290092021226883,1
slow,down,slowdown,1,7.88,-0.369095313,-0.39601803399999996,0.3210780620574951,0.1402718722820282,0.2995615303516388,1
break,down,breakdown,1,6.64,-0.377477415,-0.40043989,0.3184365928173065,0.1918448507785797,0.32608553767204285,1
run,down,rundown,1,13.3,1.991648607,3.420478362,0.2519892156124115,0.11445992439985275,0.2390887588262558,1
come,down,comedown,1,13.3,1.291871101,1.6256011780000001,0.10513180494308472,0.09460417181253433,0.13426338136196136,1
back,down,backdown,1,6.64,-0.377477415,-0.40043989,0.09406555444002151,0.08085925132036209,0.09816095978021622,1
splash,down,splashdown,1,7.84,-0.367085868,-0.311593835,0.2106340229511261,-0.027029771357774734,0.14947813749313354,1
lock,down,lockdown,1,6.64,-0.377477415,-0.40043989,0.2978772222995758,0.02971487306058407,0.2252219170331955,1
sun,down,sundown,1,13.3,1.991648607,3.420478362,0.36016973853111267,0.16447317600250244,0.36999407410621643,1
shake,down,shakedown,1,13.3,1.291871101,1.6256011780000001,0.19700871407985687,0.0638585239648819,0.1852235198020935,1
come,downs,comedowns,1,13.3,1.291871101,1.6256011780000001,0.05446901172399521,0.27360597252845764,0.25049838423728943,1
let,downs,letdowns,1,7.32,-0.376884117,-0.398926623,0.13857042789459229,0.3941709101200104,0.3836701512336731,1
count,downs,countdowns,1,7.32,-0.376884117,-0.398926623,0.20958691835403442,0.10085505247116089,0.1959972083568573,1
splash,downs,splashdowns,1,7.84,-0.367085868,-0.311593835,0.29562053084373474,0.1441376656293869,0.2944023609161377,1
shake,downs,shakedowns,1,13.3,1.291871101,1.6256011780000001,0.16648918390274048,0.15344220399856567,0.20209302008152008,1
break,downs,breakdowns,1,6.64,-0.377477415,-0.40043989,0.18942326307296753,0.3487025201320648,0.35295119881629944,1
melt,downs,meltdowns,1,7.32,-0.376884117,-0.398926623,0.23387126624584198,0.26536422967910767,0.3337433934211731,1
clamp,downs,clampdowns,1,5.81,-0.37727082,-0.387650115,0.4445158839225769,0.0814993679523468,0.35704660415649414,1
slow,downs,slowdowns,1,7.88,-0.369095313,-0.39601803399999996,0.3326148986816406,0.15906831622123718,0.29616808891296387,1
sun,downs,sundowns,1,13.3,1.991648607,3.420478362,0.20629723370075226,0.020625688135623932,0.1517123132944107,1
down,drafts,downdrafts,1,13.3,1.991648607,3.420478362,0.07166845351457596,0.04782255366444588,0.07859363406896591,1
day,dream,daydream,1,7.77,-0.37107827,-0.38306233100000003,0.1981515735387802,0.5876123905181885,0.5639173984527588,1
day,dreamer,daydreamer,1,7.77,-0.37107827,-0.38306233100000003,0.07237370312213898,0.6333053112030029,0.5558846592903137,1
day,dreamers,daydreamers,1,7.77,-0.37107827,-0.38306233100000003,0.07736480981111526,0.541597843170166,0.48093321919441223,1
day,dreaming,daydreaming,1,7.77,-0.37107827,-0.38306233100000003,0.2100919783115387,0.6485976576805115,0.6137416958808899,1
day,dreams,daydreams,1,7.77,-0.37107827,-0.38306233100000003,0.11758425831794739,0.6446037888526917,0.5815926790237427,1
sun,dress,sundress,1,13.3,1.991648607,3.420478362,0.16371527314186096,0.6284313797950745,0.5259976983070374,1
night,dress,nightdress,1,7.32,-0.376884117,-0.398926623,0.1602248251438141,0.4594367742538452,0.4389258325099945,1
shirt,dress,shirtdress,1,7.32,-0.376884117,-0.398926623,0.4155309200286865,0.5692130327224731,0.5761755704879761,1
coat,dress,coatdress,1,7.32,-0.376884117,-0.398926623,0.37983518838882446,0.48458805680274963,0.5141958594322205,1
head,dress,headdress,1,10.1,-0.260293968,-0.291676642,0.1439177393913269,0.4883122742176056,0.4740661382675171,1
hair,dresser,hairdresser,1,11.6,-0.004845566,-0.023301942000000003,0.4655192494392395,0.31741639971733093,0.4880780875682831,1
hair,dressers,hairdressers,1,11.6,-0.004845566,-0.023301942000000003,0.41831597685813904,0.361344575881958,0.49438148736953735,1
night,dresses,nightdresses,1,7.32,-0.376884117,-0.398926623,0.12683553993701935,0.5360178351402283,0.4957895278930664,1
head,dresses,headdresses,1,10.1,-0.260293968,-0.291676642,0.10192620009183884,0.4362252950668335,0.41693052649497986,1
hair,dressing,hairdressing,1,11.6,-0.004845566,-0.023301942000000003,0.3636510968208313,0.1948789358139038,0.35275429487228394,1
snow,drift,snowdrift,1,7.88,-0.369095313,-0.39601803399999996,0.5239974856376648,0.17468208074569702,0.48824259638786316,1
snow,drifts,snowdrifts,1,7.88,-0.369095313,-0.39601803399999996,0.6683521866798401,0.49542340636253357,0.6987765431404114,1
man,drills,mandrills,1,13.3,1.991648607,3.420478362,0.08216807246208191,0.031120991334319115,0.06872938573360443,1
cab,driver,cabdriver,1,6.5,-0.37626433200000003,-0.400945344,0.4931379556655884,0.4018310010433197,0.5254600048065186,1
taxi,driver,taxidriver,1,12.4,0.555789399,0.269857601,0.42834675312042236,0.3253982961177826,0.46014681458473206,1
screw,driver,screwdriver,1,7.88,-0.369095313,-0.39601803399999996,0.4314623177051544,0.22497200965881348,0.44093069434165955,1
cab,drivers,cabdrivers,1,6.5,-0.37626433200000003,-0.400945344,0.4858803451061249,0.4156664311885834,0.5445543527603149,1
screw,drivers,screwdrivers,1,7.88,-0.369095313,-0.39601803399999996,0.34151512384414673,0.15017259120941162,0.32936879992485046,1
dew,drop,dewdrop,1,7.88,-0.369095313,-0.39601803399999996,0.3091805577278137,0.02529052644968033,0.2637139558792114,1
snow,drop,snowdrop,1,7.88,-0.369095313,-0.39601803399999996,0.2562495470046997,0.0841398686170578,0.2458016276359558,1
rain,drop,raindrop,1,13.3,1.991648607,3.420478362,0.3863791823387146,0.09850203990936279,0.3518011271953583,1
eye,drop,eyedrop,1,13.3,1.291871101,1.6256011780000001,0.2903423309326172,0.12986618280410767,0.29220640659332275,1
tear,drop,teardrop,1,11.6,-0.004845566,-0.023301942000000003,0.18079635500907898,0.10303035378456116,0.1855260282754898,1
gum,drops,gumdrops,1,5.65,-0.378127217,-0.401466599,0.41359245777130127,0.1056908667087555,0.3485410809516907,1
snow,drops,snowdrops,1,7.88,-0.369095313,-0.39601803399999996,0.3107203543186188,0.03659824654459953,0.2550739347934723,1
back,drops,backdrops,1,6.64,-0.377477415,-0.40043989,0.03892358019948006,0.10475166141986847,0.10104402899742126,1
tear,drops,teardrops,1,11.6,-0.004845566,-0.023301942000000003,0.21005865931510925,0.17639300227165222,0.25085973739624023,1
air,drops,airdrops,1,11.6,-0.004845566,-0.023301942000000003,0.18687760829925537,0.12794242799282074,0.20498962700366974,1
dew,drops,dewdrops,1,7.88,-0.369095313,-0.39601803399999996,0.4726769030094147,0.16257743537425995,0.4491467773914337,1
rain,drops,raindrops,1,13.3,1.991648607,3.420478362,0.5845974087715149,0.16309046745300293,0.5254635214805603,1
ear,drum,eardrum,1,11.6,-0.004845566,-0.023301942000000003,0.6002036929130554,0.21043935418128967,0.5089295506477356,1
ear,drums,eardrums,1,11.6,-0.004845566,-0.023301942000000003,0.4883222281932831,0.2746206820011139,0.48097166419029236,1
via,duct,viaduct,1,12.1,0.438577699,0.565275422,-0.006625517271459103,0.16846412420272827,0.1306171715259552,1
saw,dust,sawdust,1,7.88,-0.369095313,-0.39601803399999996,0.12135613709688187,0.4135506749153137,0.39690861105918884,1
star,dust,stardust,1,11.6,-0.004845566,-0.023301942000000003,0.21531561017036438,0.39697083830833435,0.42747700214385986,1
north,east,northeast,1,14.1,6.83632174,5.79822509,0.7905449867248535,0.8111469149589539,0.8126778602600098,1
south,east,southeast,1,14.1,6.83632174,5.79822509,0.7891789674758911,0.8198074102401733,0.8181431889533997,1
south,easter,southeaster,1,14.1,6.83632174,5.79822509,0.40771666169166565,0.315981388092041,0.453657865524292,1
north,easter,northeaster,1,14.1,6.83632174,5.79822509,0.21002015471458435,0.2955738306045532,0.3286381959915161,1
speak,easy,speakeasy,1,11.9,0.8307866209999999,0.924836447,-0.02471175044775009,0.06891123205423355,0.02975630573928356,1
beef,eater,beefeater,1,11.5,0.094962721,0.370984314,0.1524718701839447,0.23368938267230988,0.251687616109848,1
ant,eater,anteater,1,13.3,1.497992765,1.617405485,0.4128058850765228,0.2550775408744812,0.39989450573921204,1
ant,eaters,anteaters,1,13.3,1.497992765,1.617405485,0.3796232044696808,0.3036460280418396,0.4220186471939087,1
straight,edge,straightedge,1,13.3,1.497992765,1.617405485,0.12868370115756989,0.15718573331832886,0.18213436007499695,1
after,effect,aftereffect,1,13.7,4.185110702,3.397029753,0.2058373987674713,0.28951045870780945,0.3393135666847229,1
after,effects,aftereffects,1,13.7,4.185110702,3.397029753,0.20812107622623444,0.5207880139350891,0.5353385806083679,1
super,ego,superego,1,13.7,4.185110702,3.397029753,0.2040238082408905,0.444036602973938,0.44323742389678955,1
week,end,weekend,1,11.9,0.8307866209999999,0.924836447,0.7129932045936584,0.05223432555794716,0.5196558237075806,1
book,ends,bookends,1,11.9,0.8307866209999999,0.924836447,0.12544308602809906,0.3366203308105469,0.32304394245147705,1
counter,examples,counterexamples,1,13.7,4.185110702,3.397029753,0.0912112146615982,0.5049855709075928,0.401033878326416,1
rabbit,eye,rabbiteye,1,13.3,1.497992765,1.617405485,0.19365711510181427,0.06060277298092842,0.16324399411678314,1
dead,eye,deadeye,1,12.8,0.664108689,0.6984903990000001,0.1928916573524475,0.1590670943260193,0.24039553105831146,1
golden,eye,goldeneye,1,12.8,1.4113535780000002,1.776621414,0.2545962631702423,0.17123793065547943,0.28653839230537415,1
shut,eye,shuteye,1,13.3,1.497992765,1.617405485,0.08868063241243362,0.028347525745630264,0.08010981231927872,1
red,eye,redeye,1,12.8,0.664108689,0.6984903990000001,0.07617655396461487,0.17312271893024445,0.16561928391456604,1
pink,eye,pinkeye,1,11.9,0.8307866209999999,0.924836447,0.17239637672901154,0.2990037798881531,0.3188694715499878,1
big,eye,bigeye,1,12.2,0.666683179,0.637027907,0.0728907361626625,0.07833240181207657,0.10001887381076813,1
black,face,blackface,1,6.73,-0.37127956799999995,-0.347332835,0.36737847328186035,0.04607357457280159,0.2762351930141449,1
coal,face,coalface,1,10.0,-0.242459708,-0.230538675,0.17272625863552094,0.10670807212591171,0.1953270435333252,1
white,face,whiteface,1,11.2,-0.157918254,-0.157177191,0.39824631810188293,0.15832208096981049,0.3667718470096588,1
pale,face,paleface,1,11.2,-0.157918254,-0.157177191,0.2644517123699188,0.08308055251836777,0.2264481633901596,1
bold,face,boldface,1,7.46,-0.372870525,-0.39754344,0.27613869309425354,0.02805907092988491,0.21010735630989075,1
book,fair,bookfair,1,6.73,-0.37127956799999995,-0.347332835,0.39947712421417236,0.23514896631240845,0.41647103428840637,1
fun,fair,funfair,1,10.2,-0.320042269,-0.311331146,0.32241278886795044,0.23136359453201294,0.3502424955368042,1
fun,fairs,funfairs,1,10.2,-0.320042269,-0.311331146,0.34965944290161133,0.42781588435173035,0.5006192922592163,1
night,fall,nightfall,1,8.08,-0.369222448,-0.39004305899999997,0.4009700119495392,0.09778532385826111,0.3210391104221344,1
water,fall,waterfall,1,9.61,-0.315479524,-0.310096484,0.37086302042007446,0.13031163811683655,0.3482411801815033,1
pit,fall,pitfall,1,8.08,-0.369222448,-0.39004305899999997,0.136908158659935,0.1968601793050766,0.21429583430290222,1
short,fall,shortfall,1,8.08,-0.369222448,-0.39004305899999997,0.12569311261177063,0.21857307851314545,0.22040490806102753,1
snow,fall,snowfall,1,6.22,-0.36999938600000004,-0.397179981,0.8324076533317566,0.1468745917081833,0.7273755669593811,1
rain,fall,rainfall,1,10.2,-0.320042269,-0.311331146,0.7115672826766968,0.08675683289766312,0.6096190810203552,1
ice,fall,icefall,1,11.2,-0.157918254,-0.157177191,0.2955275774002075,0.12797030806541443,0.29633280634880066,1
foot,fall,footfall,1,8.08,-0.369222448,-0.39004305899999997,0.09056483954191208,0.09042222052812576,0.1209719330072403,1
land,fall,landfall,1,7.46,-0.372870525,-0.39754344,0.055334847420454025,0.018543383106589317,0.05185404047369957,1
down,fall,downfall,1,10.2,-0.320042269,-0.311331146,0.16036811470985413,0.27924033999443054,0.2771155834197998,1
land,falls,landfalls,1,7.46,-0.372870525,-0.39754344,0.0608576200902462,0.02424187958240509,0.0545802041888237,1
rain,falls,rainfalls,1,10.2,-0.320042269,-0.311331146,0.5783084630966187,0.16720332205295563,0.5133927464485168,1
pit,falls,pitfalls,1,8.08,-0.369222448,-0.39004305899999997,0.12646347284317017,0.14201620221138,0.18189074099063873,1
down,falls,downfalls,1,10.2,-0.320042269,-0.311331146,0.0690506100654602,0.15686681866645813,0.15295477211475372,1
snow,falls,snowfalls,1,6.22,-0.36999938600000004,-0.397179981,0.7268977165222168,0.12681981921195984,0.5980197787284851,1
water,falls,waterfalls,1,9.61,-0.315479524,-0.310096484,0.3481111526489258,0.083883136510849,0.2752051055431366,1
car,fare,carfare,1,9.61,-0.315479524,-0.310096484,0.13046850264072418,0.24234773218631744,0.2600841820240021,1
air,fare,airfare,1,9.61,-0.315479524,-0.310096484,0.12145302444696426,0.44844570755958557,0.3903741240501404,1
air,fares,airfares,1,9.61,-0.315479524,-0.310096484,0.16198068857192993,0.7963072061538696,0.700890064239502,1
sea,faring,seafaring,1,10.6,-0.22867788600000002,-0.23331924,0.43360188603401184,0.15022726356983185,0.369352787733078,1
butter,fat,butterfat,1,9.61,-0.315479524,-0.310096484,0.4163143038749695,0.39107853174209595,0.49083057045936584,1
grand,father,grandfather,1,7.46,-0.372870525,-0.39754344,0.09584777802228928,0.8048631548881531,0.6005606055259705,1
grand,fathers,grandfathers,1,7.46,-0.372870525,-0.39754344,0.09317333996295929,0.5523701906204224,0.450776070356369,1
god,fathers,godfathers,1,7.46,-0.372870525,-0.39754344,0.3253844380378723,0.2868376076221466,0.3888579308986664,1
chicken,feed,chickenfeed,1,10.2,-0.320042269,-0.311331146,0.3006933927536011,0.17700059711933136,0.2943491041660309,1
bird,feeder,birdfeeder,1,7.46,-0.372870525,-0.39754344,0.47642889618873596,0.2469870001077652,0.4587193727493286,1
spoon,feeding,spoonfeeding,1,10.2,-0.320042269,-0.311331146,0.2730853259563446,0.24266216158866882,0.3278099596500397,1
gab,fest,gabfest,1,3.85,-0.37835676700000004,-0.401473356,0.27341046929359436,0.3104046583175659,0.39283356070518494,1
hay,field,hayfield,1,6.35,-0.37071275600000003,-0.38936079999999995,0.43031856417655945,0.25128376483917236,0.4656650125980377,1
coal,field,coalfield,1,10.0,-0.242459708,-0.230538675,0.5622615814208984,0.031988538801670074,0.47677668929100037,1
out,field,outfield,1,8.08,-0.369222448,-0.39004305899999997,0.06437383592128754,0.37817156314849854,0.3073952794075012,1
right,field,rightfield,1,8.08,-0.369222448,-0.39004305899999997,0.25370779633522034,0.3428633511066437,0.38292089104652405,1
gold,field,goldfield,1,7.46,-0.372870525,-0.39754344,0.4021627902984619,0.07197216898202896,0.36178138852119446,1
corn,field,cornfield,1,10.2,-0.320042269,-0.311331146,0.44036129117012024,0.2939254343509674,0.4910643696784973,1
brick,field,brickfield,1,6.73,-0.37127956799999995,-0.347332835,0.2969985008239746,0.015046688728034496,0.23744137585163116,1
snow,field,snowfield,1,6.22,-0.36999938600000004,-0.397179981,0.4566844403743744,0.19282402098178864,0.4612874388694763,1
left,field,leftfield,1,8.08,-0.369222448,-0.39004305899999997,0.1705116629600525,0.3261229991912842,0.3192698061466217,1
mid,field,midfield,1,7.46,-0.372870525,-0.39754344,0.07241273671388626,0.2459799200296402,0.21852551400661469,1
back,field,backfield,1,6.73,-0.37127956799999995,-0.347332835,0.12543152272701263,0.2355065494775772,0.23749959468841553,1
gas,field,gasfield,1,8.62,-0.3670894,-0.386580693,0.5242164731025696,0.1882418692111969,0.5000580549240112,1
center,field,centerfield,1,9.61,-0.315479524,-0.310096484,0.18309462070465088,0.3372614085674286,0.3195290267467499,1
oil,field,oilfield,1,10.0,-0.242459708,-0.230538675,0.625206470489502,0.19025874137878418,0.5750612616539001,1
mine,field,minefield,1,11.2,-0.157918254,-0.157177191,0.1887645572423935,0.17779262363910675,0.24651293456554413,1
air,field,airfield,1,9.61,-0.315479524,-0.310096484,0.3170834183692932,0.24686352908611298,0.38632509112358093,1
wheat,field,wheatfield,1,8.08,-0.369222448,-0.39004305899999997,0.26995885372161865,0.21521762013435364,0.3277052342891693,1
battle,field,battlefield,1,11.2,-0.157918254,-0.157177191,0.34352442622184753,0.23382972180843353,0.4053877294063568,1
center,fielder,centerfielder,1,9.61,-0.315479524,-0.310096484,0.12681396305561066,0.784814178943634,0.6913870573043823,1
back,fields,backfields,1,6.73,-0.37127956799999995,-0.347332835,0.09988649189472198,0.22608771920204163,0.23294344544410706,1
coal,fields,coalfields,1,10.0,-0.242459708,-0.230538675,0.5555745363235474,0.1648077815771103,0.5146028995513916,1
battle,fields,battlefields,1,11.2,-0.157918254,-0.157177191,0.2969091534614563,0.29937347769737244,0.41475796699523926,1
corn,fields,cornfields,1,10.2,-0.320042269,-0.311331146,0.45562493801116943,0.3734322190284729,0.5212681293487549,1
air,fields,airfields,1,9.61,-0.315479524,-0.310096484,0.31717565655708313,0.27029773592948914,0.40575528144836426,1
snow,fields,snowfields,1,6.22,-0.36999938600000004,-0.397179981,0.40928155183792114,0.17761322855949402,0.41260212659835815,1
gold,fields,goldfields,1,7.46,-0.372870525,-0.39754344,0.36242011189460754,0.10742493718862534,0.33002743124961853,1
oil,fields,oilfields,1,10.0,-0.242459708,-0.230538675,0.6539833545684814,0.47067397832870483,0.7026954293251038,1
mine,fields,minefields,1,11.2,-0.157918254,-0.157177191,0.22707819938659668,0.27399542927742004,0.3336945176124573,1
cock,fight,cockfight,1,6.73,-0.37127956799999995,-0.347332835,0.36787208914756775,0.27744778990745544,0.42052266001701355,1
dog,fight,dogfight,1,6.2,-0.377438568,-0.40067509700000004,0.25100061297416687,0.44284963607788086,0.4534873962402344,1
gun,fight,gunfight,1,10.2,-0.320042269,-0.311331146,0.3809051215648651,0.3277756869792938,0.45859289169311523,1
fist,fight,fistfight,1,8.08,-0.369222448,-0.39004305899999997,0.2671630084514618,0.40640830993652344,0.41906315088272095,1
bull,fight,bullfight,1,10.0,-0.242459708,-0.230538675,0.4014524817466736,0.16446900367736816,0.39697757363319397,1
prize,fight,prizefight,1,11.2,-0.157918254,-0.157177191,0.17118927836418152,0.41353946924209595,0.3805989623069763,1
fire,fighter,firefighter,1,11.2,-0.157918254,-0.157177191,0.49586012959480286,0.2770836651325226,0.48652124404907227,1
bull,fighter,bullfighter,1,10.0,-0.242459708,-0.230538675,0.42907845973968506,0.28863725066185,0.47483354806900024,1
dog,fighter,dogfighter,1,6.2,-0.377438568,-0.40067509700000004,0.4153072237968445,0.41489115357398987,0.5377175211906433,1
prize,fighter,prizefighter,1,11.2,-0.157918254,-0.157177191,0.058291949331760406,0.5645716190338135,0.43197840452194214,1
bull,fighters,bullfighters,1,10.0,-0.242459708,-0.230538675,0.39459896087646484,0.29937905073165894,0.46714720129966736,1
prize,fighters,prizefighters,1,11.2,-0.157918254,-0.157177191,0.09921145439147949,0.5281737446784973,0.42832717299461365,1
fire,fighters,firefighters,1,11.2,-0.157918254,-0.157177191,0.6039330363273621,0.3191503882408142,0.562197208404541,1
cock,fighting,cockfighting,1,6.73,-0.37127956799999995,-0.347332835,0.31099528074264526,0.2249077558517456,0.3555179238319397,1
bull,fighting,bullfighting,1,10.0,-0.242459708,-0.230538675,0.33547326922416687,0.1515454202890396,0.3432794213294983,1
cock,fights,cockfights,1,6.73,-0.37127956799999995,-0.347332835,0.35850250720977783,0.3598598837852478,0.4564974904060364,1
prize,fights,prizefights,1,11.2,-0.157918254,-0.157177191,0.02244160696864128,0.4142541289329529,0.29075637459754944,1
gun,fights,gunfights,1,10.2,-0.320042269,-0.311331146,0.24429599940776825,0.36653393507003784,0.394692063331604,1
bull,fights,bullfights,1,10.0,-0.242459708,-0.230538675,0.3478483557701111,0.2874765992164612,0.41802453994750977,1
fist,fights,fistfights,1,8.08,-0.369222448,-0.39004305899999997,0.16474352777004242,0.47163140773773193,0.4073006212711334,1
dog,fights,dogfights,1,6.2,-0.377438568,-0.40067509700000004,0.3052808940410614,0.41368308663368225,0.4687735140323639,1
land,fill,landfill,1,7.46,-0.372870525,-0.39754344,0.23691391944885254,0.0672336295247078,0.19692876935005188,1
land,fills,landfills,1,7.46,-0.372870525,-0.39754344,0.14043115079402924,0.06733887642621994,0.13915783166885376,1
yellow,fin,yellowfin,1,6.22,-0.36999938600000004,-0.397179981,0.1597672551870346,0.39014577865600586,0.36603012681007385,1
tail,fin,tailfin,1,10.0,-0.242459708,-0.230538675,0.4225772023200989,0.3784629702568054,0.46012082695961,1
quarter,final,quarterfinal,1,9.61,-0.315479524,-0.310096484,0.18101073801517487,0.47352859377861023,0.3936610221862793,1
quarter,finals,quarterfinals,1,9.61,-0.315479524,-0.310096484,0.1689971387386322,0.7962872982025146,0.6586664915084839,1
gold,finches,goldfinches,1,7.46,-0.372870525,-0.39754344,0.15656927227973938,0.6664795279502869,0.5859181880950928,1
range,finder,rangefinder,1,11.2,-0.157918254,-0.157177191,0.20053695142269135,0.3590133786201477,0.38437074422836304,1
view,finder,viewfinder,1,6.22,-0.36999938600000004,-0.397179981,0.2513523995876312,0.2827759087085724,0.35326090455055237,1
path,finder,pathfinder,1,6.6,-0.37596062,-0.39533130899999996,0.054445214569568634,0.16002091765403748,0.14748063683509827,1
path,finders,pathfinders,1,6.6,-0.37596062,-0.39533130899999996,0.11949246376752853,0.23302075266838074,0.25249218940734863,1
range,finders,rangefinders,1,11.2,-0.157918254,-0.157177191,0.16983017325401306,0.30136168003082275,0.3192405104637146,1
view,finders,viewfinders,1,6.22,-0.36999938600000004,-0.397179981,0.30725693702697754,0.22552798688411713,0.34660810232162476,1
fault,finding,faultfinding,1,8.08,-0.369222448,-0.39004305899999997,0.3091783821582794,0.11108080297708511,0.29436153173446655,1
cross,fire,crossfire,1,8.62,-0.3670894,-0.386580693,0.11504985392093658,0.31145957112312317,0.2995043992996216,1
hell,fire,hellfire,1,10.0,-0.242459708,-0.230538675,0.47759103775024414,0.25786668062210083,0.48764774203300476,1
spit,fire,spitfire,1,8.08,-0.369222448,-0.39004305899999997,0.13894784450531006,0.047566331923007965,0.1220024973154068,1
camp,fire,campfire,1,6.47,-0.376682819,-0.399911535,0.3000642955303192,0.354414165019989,0.4287410378456116,1
wild,fire,wildfire,1,7.46,-0.372870525,-0.39754344,0.1655973196029663,0.5685724020004272,0.5056602954864502,1
back,fire,backfire,1,6.73,-0.37127956799999995,-0.347332835,0.1092539131641388,0.17947782576084137,0.200722798705101,1
drum,fire,drumfire,1,7.59,-0.369667422,-0.388357566,0.2066093236207962,0.18428069353103638,0.26292189955711365,1
gun,fire,gunfire,1,10.2,-0.320042269,-0.311331146,0.43748563528060913,0.4600636661052704,0.5517826676368713,1
grass,fire,grassfire,1,8.62,-0.3670894,-0.386580693,0.2861877381801605,0.5759598016738892,0.5518438220024109,1
cross,fires,crossfires,1,8.62,-0.3670894,-0.386580693,0.058543771505355835,0.32421115040779114,0.28798937797546387,1
wild,fires,wildfires,1,7.46,-0.372870525,-0.39754344,0.16246281564235687,0.7393478155136108,0.6408821940422058,1
camp,fires,campfires,1,6.47,-0.376682819,-0.399911535,0.29086393117904663,0.4687596261501312,0.5094287991523743,1
